,stars,review_body,review_title,language,product_category,opinion
83,5,Super confortable et super utile Meilleur utilisation que la courroie donner avec mon reflex canon,Super,fr,camera,satisfied
8646,1,"Really, the only added value was the acrylic case and they can't get that right. 5 nuts were too small for the bolts. One end piece bears down on the ribbon cable (as another reviewer has pointed out).",9 nuts and only 4 fitted the bolts,en,industrial_supplies,non satisfied
10802,2,"I like the material and style, but I ordered a large and it is much too small even though it says large on the tag.",I like the material and style,en,apparel,mixed
7444,4,"These don’t seem to be an actual Polaris part, but they do seem pretty sturdy and they serve the purpose, time will tell.",Pretty good but not actual Polaris,en,automotive,satisfied
9710,1,Was damaged by leaking bottle of fantastic in same box,One Star,en,drugstore,non satisfied
11945,2,"Very poor quality. Just a bunch of plastic, the holes for the screws were too small and made it difficult to assemble. The holes on the bottom for the rubber feet were uneven and very close to the edge.",Not worth the money.,en,pet_products,mixed
7878,3,I order it because it seemed like a great value but it arrived without the pen. Amazon shipped a replacement and that didn’t have the pen either despite the listing stating that it does.,It doesn’t come with the pen despite the advertised statement that it does,en,pc,satisfied
1534,5,"j'ai commandé ce filament pour sa couleur ! Ce bleu me sembler vraiment beaux en photo et j'ai donc voulu le tester. Et je ne suis absolument pas déçu ! La couleur est un bleu azur très agréable. Le diamètre du filament ne varie pas même sur plusieurs mètres ( 1.75 +/- 0.01 pour ma bobine) Le filament PLA+ est apparemment plus mat que les PLA dit classique avant impression, mais ils sont très similaires après impression. ( légèrement brillant) En ce qui concerne la qualité d'impression je ne vois pas de très grosse différence avec un pla classique, si ce n'est la conservation de la couleur et peut-être justement une couleur plus intense ce qui est déjà un gros plus. il adhère très bien à mon bed (alu recouvert de blue tape) Les couches sont régulière, même en 0.2 mm. La viscosité est très correcte, perso je l'imprime à 210°C pour éviter une rétractation trop rapide. Pour ce qui est de la bobine elle est tout à fait standard et s'adapte très bien sur mon dérouleur. Elle a en plus des ouvertures qui permette de voir la quantité de PLA restante dans la bobine ce qui est plutôt pratique. Pour le prix ce PLA est vraiment de très bonne qualité, je recommande don fortement ce produit !",Couleur magnifique et qualité top !,fr,industrial_supplies,satisfied
8938,1,Not comfortable at all,Not comfortable,en,drugstore,non satisfied
2824,1,pour l'instant très déçu de cet achat sauf si l'on peut recevoir une notice en francais pour le mettre en marche,difficile a mettre en fonction sans notice en francais,fr,wireless,non satisfied
8024,1,"The purpose of buying these specific ones was because my daughter and I have a hard time finding the pacifier on the bed at night. I though this would solve the problem, but sure it did not.",Good luck finding them in the dark,en,baby_product,non satisfied
11285,2,"Everything about these earbuds was ok except they would not stay in my ears - they constantly fell out and the other pads were larger. So I gave them to my son and he had the same problem, so he gave them to his brother and he has the same problem, so they are useless for us. I have never had that problem with another set of earbuds.",Too big to fit inside the ear constantly - fall out.,en,electronics,mixed
4771,3,"Je l'utilise dans le cadre de mon travail, elle est vraiment pratique pour avoir les deux mains de libres, très éblouissante (but recherché dans mon cas) sauf que.... c'est un gouffre a piles, et que une paire de piles neuves m'ont fait trois utilisations.... dommage !","Super, mais trop gourmande.",fr,home,mixed
5728,3,"non ,malheureusement jamais reçu mais remboursé par Amazon dommage car c'était la seule enseigne où j'avais trouvé ce produit ------déçue",ne sais pas,fr,home,mixed
9589,1,Received order promptly and was very excited. However after further inspection both Mario and Luigi split. Mario in the back of head and Luigi completely split between the legs. Very dissatisfied with craftsmanship of product.,Not quality craftsmanship.,en,other,non satisfied
5023,3,LA CHAINETTE NOIRCIE TRES VITE MALGRE BEAUCOUP DE PRECAUTIONS ET ELLE EST UN PEU TROP COURTE DOMMAGE,LA CHAINETTE,fr,jewelry,mixed
2427,1,Je n'ai pas reçue mon colis,très déçue,fr,automotive,non satisfied
5525,3,Cafetière pratique et solide pour le moment. Dommage qu'il n'y ait pas de gradations !,Cafetière,fr,home,mixed
10939,2,disappointed that the brackets don't lock in the folded position. they are also much less stable side to side than I expected. wouldn't buy again.,not as sturdy as I hoped,en,home_improvement,mixed
2597,1,Ampli de mauvaise qualité! Grésillement très désagréable dès que le volume est à mi-puissance! Je regrette cet achat.,Ampli de mauvaise qualité!,fr,wireless,non satisfied
3543,2,Un peu déçu ..au moins de 2 mois le tissu est déjà usé ..table à repasser qui prend bcp de place,Ras,fr,kitchen,non satisfied
2541,1,il est très facile a utilisé c'est sûr mais donne toujours la même température . très déçue de mon achat je ne le conseille pas du tout .dépense inutile dommage que le carton est était jeté je l'aurai renvoyé illico presto ......,thermometre NUL,fr,baby_product,non satisfied
33,5,"Elle est vraiment sublime, beaucoup de rangements, la qualité est top, les lumières aussi, le miroir est grand. Le montage est très facile un enfant y arriverais, reçu en 4 jours, j'ai eu par la suite un problème avec la prise des leds, le vendeur a été très pro et m'a renvoyé 2 prises très rapidement, donc SAV au top, elle vaut vraiment le coup je suis conquise 😍",Top,fr,furniture,satisfied
696,5,"Je l'ai prise pour le stockage de mon téléphone et tout s'est très bien déroulé, pas de problème de mise en place.",Super,fr,wireless,satisfied
4013,3,"Dans le jardin , elles sont trop belles la nuit , belle surprise ! Dommage les pinces rouillé",Joli mais elle rouille,fr,lawn_and_garden,mixed
2707,1,Extrêmement difficile à poser .très déçue de ce produit !! Je suis mécontente. .j ai du poser les 2 films sur 3 pour être à peu près bien!,Pas terrible,fr,wireless,non satisfied
11750,2,I bought this knife a few months ago because I was sick of sharpening my cheap $20 knife all the time. Unfortunately this knife requires just as much maintenance and dulls very quickly. I usually prepare one meal a day with the knife so it is not getting over used. It is also small and lightweight so it is limited there as well.,Dulls as fast as a cheap knife,en,kitchen,mixed
8418,1,Its old taste funny!! Waste of money,One Star,en,grocery,non satisfied
215,4,Bon livre dommage que pas toute les pièces ne sont pas tourné dans le bon sens.,bon qualité prix,fr,book,satisfied
6297,4,"Sometimes the hands get lost, but it’s quiet no ticking at all.",Quiet time piece.,en,home,satisfied
7254,5,"I bought several rechargable flashlights, I like this one the best. Comes with chargers and different battery options.",Great rechargable flashlight,en,other,satisfied
11807,2,Graphics are great. Plenty of challenges to choose from. Earning credits for club upgrades too laborious. When challenging another player shot clock is way too long. As a players skill improves their time to get off a shot should reflect their skill.,Graphics are great. Plenty of challenges to choose from,en,other,mixed
11010,2,I love the idea that I can wash these and there for they are more Eco friendly than disposable bed pads. I got the s for an elderly dog who started toileting on the rug. But they leak and some comes out the backing side and onto the rug.,I love the idea that I can wash these and there ...,en,drugstore,mixed
2498,1,"Qualité médiocre pour le prix, il y a d'autre batterie moins cher et de meilleur qualitée. Le pourcentage descend aussi vite que la batterie morte que j'ai du remplacer.",Batterie médiocre.,fr,electronics,non satisfied
6528,3,"This adapter prolly works just fine but it will not connect with the item I needed it for. Not the adapter is at fault but the device that I needed it for.... It a was from the Bradford Exchange and it runs on batteries or this adapter - not provided. So, it is of no use to me.",Some times you win some times you don't,en,electronics,satisfied
9622,1,Didn’t work at all. Do not purchase this.,Didn’t work,en,beauty,non satisfied
1311,4,"Legging confortable. On verra s'il résiste dans le temps, car matière assez fine.",Confortable,fr,sports,satisfied
7140,5,"Bought this for my wife , she loves it and can perfectly fit her XD sub compact and extra magazines in it",Good product,en,sports,satisfied
3108,2,Pas compatible avec netflix....sur Google play En allant même sur Google déçu...,Déçu pas Netflix,fr,pc,non satisfied
9841,1,"They aren't moist! I have to wet them with water, defeating the entire purpose!",Waste of money,en,pet_products,non satisfied
3661,2,Bof mauvaise qualité,👎,fr,toy,non satisfied
